Mese,Id Equipaggio,Delta Median,Reschedule Ratio,Norm Delta,Norm Reschedule,Composite,KPI
3,7173,54.2,0.075,0.8733644859813084,0.7749999999999999,0.8077881619937695,74.03
3,7308,180.2,0.0,0.5789719626168225,1.0,0.8596573208722742,81.04
3,7345,27.6,0.011627906976744186,0.9355140186915887,0.9651162790697674,0.9552488589437078,93.95
3,7346,74.6,0.046153846153846156,0.8257009345794392,0.8615384615384615,0.8495926192187874,79.68
3,7450,17.8,0.003246753246753247,0.958411214953271,0.9902597402597403,0.9796435651575839,97.25
3,7488,74.0,0.047619047619047616,0.8271028037383178,0.8571428571428571,0.8471295060080107,79.35
3,7489,62.6,0.0,0.8537383177570093,1.0,0.951246105919003,93.41
3,7490,0.0,0.031914893617021274,1.0,0.9042553191489362,0.9361702127659574,91.38
3,7542,118.0,0.0125,0.7242990654205608,0.9624999999999999,0.8830996884735202,84.21
3,7555,53.2,0.04878048780487805,0.8757009345794393,0.8536585365853658,0.8610060025833904,81.22
3,7631,22.3,0.06060606060606061,0.9478971962616822,0.8181818181818181,0.8614202775417729,81.28
3,7635,107.8,0.058823529411764705,0.7481308411214953,0.8235294117647058,0.7983965548836357,72.77
3,7826,11.1,0.0,0.9740654205607476,1.0,0.991355140186916,98.83
3,7961,3.0,0.0625,0.9929906542056075,0.8125,0.8726635514018691,82.8
3,7974,3.4,0.024096385542168676,0.9920560747663552,0.9277108433734939,0.9491592538377809,93.13
3,8004,105.6,0.013157894736842105,0.7532710280373831,0.9605263157894737,0.8914412198721101,85.34
3,8013,67.3,0.041666666666666664,0.8427570093457943,0.8749999999999999,0.8642523364485979,81.66
