"Id","Mese","Id Equipaggio","UPL","Classe","Valore medio della merce consegnata in un giro [€/giro]","# giorni lavorati nel mese","# clienti 
serviti nel mese","Delta (orario di fine montaggio EFFETTIVO - orario di fine montaggio CONCORDATO) [min]","# consegne ripianificate per problemi nel TRASPORTO","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 1"" (camere, armadio e camerette)","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 2"" (cucine e soggiorni)","# consegne ripianificate per problemi nel MONTAGGIO  di ""TIPO 3"" (arredo bagno, tavoli, sedie)","# consegne ripianificate per CAUSE LATO CLIENTE FINALE (assenza) e AZIENDA COMMITTENTE (es. pezzi mancanti)",""
"1314","11","7974","Milano Sud-Est","B ","61,201","23","68","9.4","2","2","7","0","2",""
"1315","11","8004","Milano Sud-Est","B ","55,345","23","71","-58.3","0","1","2","0","3",""
"1316","11","8005","Milano Sud-Est","A ","83,016","24","72","-112.2","12","2","10","0","2",""
"1317","11","8013","Milano Sud-Est","A ","78,144","24","59","-49.9","0","0","4","0","4",""
"1318","11","8015","Milano Sud-Est","A ","73,988","22","73","-26.9","3","2","2","1","2",""
"1319","11","8034","Milano Sud-Est","B ","57,070","23","64","54.6","4","1","1","0","4",""
"1320","11","8283","Milano Sud-Est","B ","20,285","9","32","70.8","0","0","0","0","5",""
"1321","11","8305","Milano Sud-Est","B ","61,932","24","66","26.6","4","0","1","0","3",""
"1322","11","8564","Milano Sud-Est","B ","61,791","25","79","-26.0","4","2","7","0","4",""
"1323","11","8565","Milano Sud-Est","B ","49,873","23","94","38.3","1","0","2","0","2",""
"1324","11","8566","Milano Sud-Est","B ","56,448","24","84","-8.4","7","0","1","0","2",""
"1325","11","8667","Milano Sud-Est","A ","82,005","24","71","-82.3","1","1","4","0","2",""
"1326","11","8956","Milano Sud-Est","A ","43,852","25","87","1.2","0","0","1","1","2",""
"1327","11","8965","Milano Sud-Est","B ","54,218","23","84","-81.8","0","2","3","0","3",""
"1328","11","8988","Milano Sud-Est","B ","64,629","25","75","28.9","3","0","1","0","3",""
"1329","11","8997","Milano Sud-Est","B ","61,963","24","82","39.8","3","1","5","0","3",""
"1330","11","9015","Milano Sud-Est","B ","58,200","25","76","61.4","2","2","2","0","2",""
"1331","11","9017","Milano Sud-Est","A ","65,930","25","206","74.2","0","0","2","0","3",""
"1332","11","9018","Milano Sud-Est","A ","69,463","25","193","65.7","0","0","0","1","4",""
"1333","11","9082","Milano Sud-Est","B ","55,211","24","85","50.0","5","2","1","0","2",""
"1334","11","9083","Milano Sud-Est","B ","59,607","25","83","44.3","1","1","3","0","2",""
"1335","11","9084","Milano Sud-Est","B ","53,963","23","84","45.1","0","1","2","0","3",""
"1336","11","9086","Milano Sud-Est","B ","67,139","24","165","98.9","2","0","3","0","2",""
"1337","11","9155","Milano Sud-Est","B ","14,429","5","11","73.7","0","1","1","0","2",""
"1338","11","9157","Milano Sud-Est","B ","72,547","24","71","76.2","3","6","3","0","2",""
"1339","11","9210","Milano Sud-Est","B ","70,420","25","78","83.2","5","0","8","0","4",""
"1340","11","9211","Milano Sud-Est","B ","39,922","19","61","35.4","0","2","1","0","3",""
"1341","11","9288","Milano Sud-Est","C","48,373","20","74","94.1","0","1","1","0","2",""
"1342","11","9325","Milano Sud-Est","B ","60,774","25","79","3.7","3","5","2","0","3",""
"1343","11","9326","Milano Sud-Est","B ","31,254","11","34","77.3","13","2","2","0","2",""
"1344","11","9327","Milano Sud-Est","B ","41,358","20","64","38.8","2","0","0","0","2",""
"1345","11","9368","Milano Sud-Est","B ","66,315","25","83","116.3","1","3","4","0","3",""
"1346","11","9369","Milano Sud-Est","B ","60,207","23","75","68.1","3","6","1","0","2",""
"1347","11","9404","Milano Sud-Est","B ","54,616","25","69","-28.4","2","0","0","0","3",""
"1348","11","9405","Milano Sud-Est","A ","48,377","20","70","199.1","0","1","0","0","3",""
"1349","11","9454","Milano Sud-Est","B ","56,750","22","61","28.6","0","0","6","1","2",""
"1350","11","9455","Milano Sud-Est","B ","58,097","25","76","82.5","1","2","4","0","2",""
"1351","11","9456","Milano Sud-Est","B ","36,439","15","53","184.3","2","2","0","0","2",""
"1352","11","9457","Milano Sud-Est","B ","51,751","23","85","0.0","1","4","2","1","2",""
"1353","11","9459","Milano Sud-Est","B ","48,209","22","58","187.7","3","4","5","0","3",""
"1354","11","9494","Milano Sud-Est","A ","52,036","19","151","135.8","1","1","0","0","2",""
"1355","11","9497","Milano Sud-Est","A ","59,560","24","77","193.0","1","3","3","0","2",""
"1356","11","9524","Milano Sud-Est","B ","50,319","21","65","49.4","7","3","4","0","3",""
"1357","11","9553","Milano Sud-Est","C","55,686","24","83","110.7","1","2","1","0","2",""
"1358","11","9586","Milano Sud-Est","B ","57,538","23","70","-67.4","2","1","6","0","3",""
"1359","11","9588","Milano Sud-Est","B ","65,803","24","70","34.8","1","2","4","0","3",""
"1360","11","9624","Milano Sud-Est","B ","61,153","25","85","-4.2","3","3","1","1","2",""
"1361","11","9649","Milano Sud-Est","B ","52,768","23","79","125.7","0","4","1","0","2",""
"1362","11","9650","Milano Sud-Est","B ","10,441","5","23","8.3","1","1","1","0","2",""
"1363","11","9651","Milano Sud-Est","B ","51,624","21","55","191.5","0","1","0","0","2",""
"1364","11","9705","Milano Sud-Est","B ","20,445","10","35","87.5","0","3","0","0","3",""
"1365","11","9706","Milano Sud-Est","A ","63,685","24","168","125.3","0","1","0","0","3",""
"1366","11","9707","Milano Sud-Est","A ","66,133","25","153","122.2","1","0","0","0","4",""
"1367","11","9708","Milano Sud-Est","A ","43,826","17","116","218.8","1","0","1","1","2",""
"1368","11","9730","Milano Sud-Est","B ","37,253","16","46","67.6","1","0","0","0","2",""
"1369","11","9731","Milano Sud-Est","B ","32,486","16","53","128.0","1","0","0","0","3",""
"1370","11","9732","Milano Sud-Est","B ","29,946","15","40","202.3","1","1","0","0","4",""
"1371","11","9733","Milano Sud-Est","B ","34,340","16","50","150.5","0","1","1","0","3",""
"1372","12","1464","Milano Sud-Est","A ","31,109","23","78","-67.7","0","0","0","0","5",""
"1373","12","2529","Milano Sud-Est","A ","32,781","9","20","-57.6","0","0","1","0","2",""
"1374","12","2657","Milano Sud-Est","A ","58,835","20","60","-143.7","0","0","3","0","2",""
"1375","12","2884","Milano Sud-Est","A ","46,977","19","57","-95.8","1","1","0","0","4",""
"1376","12","3433","Milano Sud-Est","A ","66,970","21","67","42.0","0","1","2","1","3",""
"1377","12","3461","Milano Sud-Est","A ","11,345","7","14","-47.9","1","0","0","1","3",""
"1378","12","3590","Milano Sud-Est","A ","26,576","11","37","-91.1","1","3","0","0","2",""
"1379","12","3620","Milano Sud-Est","A ","8,128","5","25","83.2","0","0","0","0","2",""
"1380","12","3726","Milano Sud-Est","A ","3,318","1","4","19.0","0","0","0","0","2",""
"1381","12","3911","Milano Sud-Est","A ","20,664","13","38","-65.6","0","0","1","0","2",""
"1382","12","3992","Milano Sud-Est","A ","70,381","22","76","-64.3","3","2","8","0","4",""
"1383","12","4038","Milano Sud-Est","B ","31,024","14","59","77.1","0","1","4","0","2",""
"1384","12","4144","Milano Sud-Est","A ","47,044","19","77","-108.7","3","0","5","1","2",""
"1385","12","4267","Milano Sud-Est","A ","63,599","21","82","-33.5","3","0","3","0","4",""
"1386","12","4271","Milano Sud-Est","A ","44,244","17","51","-85.7","5","2","7","2","3",""
"1387","12","4680","Milano Sud-Est","A ","66,446","24","74","-92.2","1","0","0","0","3",""
"1388","12","4776","Milano Sud-Est","A ","45,234","16","53","-81.4","1","0","4","0","2",""
"1389","12","4848","Milano Sud-Est","A ","47,969","22","69","-19.2","0","0","0","0","5",""
"1390","12","4868","Milano Sud-Est","B ","2,727","1","2","-32.0","0","0","0","0","5",""
"1391","12","4945","Milano Sud-Est","B ","46,069","18","54","-44.1","1","0","0","0","4",""
"1392","12","4973","Milano Sud-Est","A ","67,722","23","78","-115.5","2","0","1","0","3",""
"1393","12","5022","Milano Sud-Est","B ","52,076","20","62","-53.1","0","0","2","1","3",""
"1394","12","5151","Milano Sud-Est","A ","45,558","18","58","-36.3","2","0","2","0","2",""
"1395","12","5154","Milano Sud-Est","A ","31,682","11","33","-30.6","0","0","0","0","5",""
"1396","12","5198","Milano Sud-Est","B ","49,052","21","70","-49.5","3","2","1","0","2",""
"1397","12","5507","Milano Sud-Est","B ","11,951","5","19","-34.0","3","0","4","0","3",""
"1398","12","5550","Milano Sud-Est","A ","29,381","11","48","-42.5","1","1","1","0","2",""
"1399","12","5581","Milano Sud-Est","B ","1,449","1","4","0.0","0","0","0","0","4",""
"1400","12","5788","Milano Sud-Est","A ","34,355","14","31","-41.6","0","0","2","4","2",""
"1401","12","5834","Milano Sud-Est","B ","4,607","2","8","6.0","0","0","0","0","5",""
"1402","12","5865","Milano Sud-Est","B ","58,061","23","80","-8.9","1","1","4","0","3",""
"1403","12","5940","Milano Sud-Est","C","50,096","18","207","-21.1","0","0","0","0","2",""
"1404","12","6006","Milano Sud-Est","B ","65,261","22","75","-70.4","2","0","2","0","2",""
"1405","12","6013","Milano Sud-Est","A ","44,372","20","63","18.1","0","1","0","0","3",""
"1406","12","6021","Milano Sud-Est","B ","55,470","22","63","10.9","0","0","1","0","2",""
"1407","12","6058","Milano Sud-Est","B ","69,333","23","82","51.1","0","1","1","0","3",""
"1408","12","6101","Milano Sud-Est","B ","56,378","23","74","-74.6","2","1","3","0","4",""
"1409","12","6112","Milano Sud-Est","B ","55,402","23","82","80.3","0","0","1","0","3",""
"1410","12","6162","Milano Sud-Est","A ","62,452","22","74","-181.5","1","0","3","0","2",""
"1411","12","6446","Milano Sud-Est","C","55,446","21","74","102.9","0","0","0","0","5",""
"1412","12","6488","Milano Sud-Est","A ","13,458","6","19","66.5","0","0","1","0","3",""
"1413","12","6524","Milano Sud-Est","B ","50,602","18","62","29.9","1","1","1","0","3",""
"1414","12","6550","Milano Sud-Est","B ","46,070","21","75","-12.0","0","3","1","1","3",""
"1415","12","6729","Milano Sud-Est","B ","54,118","22","77","47.2","2","5","2","0","2",""
"1416","12","6730","Milano Sud-Est","A ","56,450","19","69","59.4","1","0","1","2","2",""
"1417","12","6733","Milano Sud-Est","A ","50,295","21","72","-43.1","1","0","3","0","2",""
"1418","12","6734","Milano Sud-Est","C","47,157","18","220","38.2","0","0","0","0","5",""
"1419","12","6735","Milano Sud-Est","B ","59,624","22","73","-143.6","0","0","2","0","2",""
"1420","12","6769","Milano Sud-Est","B ","46,685","19","72","-90.4","0","3","1","0","2",""
"1421","12","6858","Milano Sud-Est","A ","31,987","19","68","-12.1","0","1","1","0","2",""
"1422","12","6980","Milano Sud-Est","B ","3,999","4","23","-36.8","0","0","0","0","5",""
"1423","12","7308","Milano Sud-Est","C","61,722","24","176","166.0","0","0","0","2","2",""
"1424","12","7345","Milano Sud-Est","B ","56,312","21","70","-11.5","0","1","3","0","2",""
"1425","12","7384","Milano Sud-Est","B ","52,114","20","81","61.0","1","0","2","0","3",""
"1426","12","7450","Milano Sud-Est","C","59,737","22","277","50.1","0","0","0","0","5",""
"1427","12","7485","Milano Sud-Est","B ","32,665","18","66","56.3","0","0","0","0","2",""
"1428","12","7488","Milano Sud-Est","B ","62,488","24","70","-59.8","0","2","2","0","3",""
"1429","12","7489","Milano Sud-Est","B ","40,998","16","56","63.3","0","0","4","0","3",""
"1430","12","7542","Milano Sud-Est","A ","53,047","19","59","-157.9","1","1","0","2","3",""
"1431","12","7631","Milano Sud-Est","A ","65,167","24","80","-79.3","1","0","1","1","2",""
"1432","12","7635","Milano Sud-Est","B ","56,418","23","96","-64.1","1","3","1","0","2",""
"1433","12","7961","Milano Sud-Est","B ","48,473","21","80","12.2","1","0","0","0","2",""
"1434","12","8004","Milano Sud-Est","B ","58,648","22","79","-40.1","4","1","2","0","2",""
"1435","12","8015","Milano Sud-Est","A ","52,597","19","57","-48.0","0","0","6","0","4",""
"1436","12","8034","Milano Sud-Est","B ","6,538","2","11","143.0","0","0","0","0","5",""
"1437","12","8305","Milano Sud-Est","B ","50,501","18","50","-1.6","2","0","2","0","2",""
"1438","12","8564","Milano Sud-Est","B ","57,999","23","77","-46.3","0","2","2","0","3",""
"1439","12","8565","Milano Sud-Est","B ","57,354","22","86","18.9","2","1","0","1","2",""
"1440","12","8566","Milano Sud-Est","B ","5,032","2","8","103.5","0","0","0","0","2",""
"1441","12","8667","Milano Sud-Est","A ","60,999","20","75","-78.2","0","0","0","0","2",""
"1442","12","8956","Milano Sud-Est","A ","34,116","16","44","-58.6","1","1","0","0","4",""
"1443","12","8965","Milano Sud-Est","B ","44,014","18","70","-58.7","2","4","3","1","4",""
"1444","12","8988","Milano Sud-Est","B ","44,443","18","59","21.8","6","1","1","0","2",""
"1445","12","8997","Milano Sud-Est","B ","51,027","22","81","39.4","1","0","3","0","4",""
"1446","12","9015","Milano Sud-Est","B ","54,898","21","73","66.7","1","1","0","0","3",""
"1447","12","9017","Milano Sud-Est","A ","52,282","17","138","88.1","0","0","0","1","4",""
"1448","12","9018","Milano Sud-Est","C","49,183","16","125","70.8","0","0","0","1","3",""
"1449","12","9082","Milano Sud-Est","B ","47,050","17","68","57.4","0","2","1","0","2",""
"1450","12","9083","Milano Sud-Est","B ","64,475","22","74","33.0","1","7","3","0","3",""
"1451","12","9084","Milano Sud-Est","B ","41,460","18","66","9.4","5","0","6","1","2",""
"1452","12","9086","Milano Sud-Est","B ","62,756","21","186","104.4","0","0","0","2","2",""
"1453","12","9157","Milano Sud-Est","B ","29,868","12","32","77.0","2","3","1","0","3",""
"1454","12","9210","Milano Sud-Est","B ","48,318","21","60","98.8","1","3","1","0","3",""
"1455","12","9211","Milano Sud-Est","B ","52,805","20","61","-1.9","1","1","1","0","2",""
"1456","12","9288","Milano Sud-Est","C","39,904","17","61","84.4","1","2","0","0","4",""
"1457","12","9325","Milano Sud-Est","B ","65,375","24","84","-21.6","3","6","2","0","2",""
"1458","12","9327","Milano Sud-Est","B ","50,325","22","99","83.4","1","4","1","0","2",""
"1459","12","9368","Milano Sud-Est","B ","54,741","22","78","73.0","0","1","3","1","2",""
"1460","12","9369","Milano Sud-Est","B ","61,246","20","74","51.5","2","0","4","0","2",""
"1461","12","9404","Milano Sud-Est","B ","50,657","22","90","-92.0","1","1","3","0","3",""
"1462","12","9405","Milano Sud-Est","A ","40,814","15","59","125.0","0","4","2","0","2",""
"1463","12","9454","Milano Sud-Est","B ","43,052","18","87","71.4","0","0","0","0","5",""
"1464","12","9455","Milano Sud-Est","B ","37,570","15","60","157.5","1","2","1","1","3",""
"1465","12","9456","Milano Sud-Est","B ","30,394","13","48","172.8","0","0","2","0","3",""
"1466","12","9457","Milano Sud-Est","B ","56,159","21","72","-7.6","3","1","7","0","2",""
"1467","12","9458","Milano Sud-Est","B ","58,261","23","76","101.3","1","2","1","0","2",""
"1468","12","9459","Milano Sud-Est","B ","49,035","22","67","159.3","0","1","2","0","3",""
"1469","12","9494","Milano Sud-Est","A ","71,182","22","170","124.3","4","0","0","1","2",""
"1470","12","9497","Milano Sud-Est","A ","49,143","20","82","122.8","3","0","1","0","3",""
"1471","12","9524","Milano Sud-Est","B ","55,087","23","73","-69.9","0","3","2","0","3",""
"1472","12","9553","Milano Sud-Est","C","59,123","21","64","97.1","0","0","1","0","3",""
"1473","12","9586","Milano Sud-Est","B ","49,713","20","73","15.3","1","1","0","0","2",""
"1474","12","9588","Milano Sud-Est","B ","36,166","14","54","106.4","1","2","1","0","2",""
"1475","12","9624","Milano Sud-Est","B ","26,568","13","34","-65.8","1","0","1","0","3",""
"1476","12","9649","Milano Sud-Est","B ","46,167","21","75","99.2","4","8","4","0","3",""
"1477","12","9651","Milano Sud-Est","B ","37,430","17","76","176.2","2","1","2","1","2",""
"1478","12","9706","Milano Sud-Est","A ","46,775","15","122","189.5","1","0","0","0","3",""
"1479","12","9707","Milano Sud-Est","A ","58,626","22","65","139.8","8","3","2","0","3",""
"1480","12","9730","Milano Sud-Est","B ","51,601","21","70","98.2","0","0","1","0","3",""
"1481","12","9731","Milano Sud-Est","B ","46,869","19","60","138.8","1","1","1","0","2",""
"1482","12","9732","Milano Sud-Est","B ","42,470","18","62","181.2","2","2","2","2","2",""
"1483","12","9733","Milano Sud-Est","B ","37,434","20","71","118.7","2","0","3","0","2",""
