"Id","Mese","Id Equipaggio","UPL","Classe","Valore medio della merce consegnata in un giro [€/giro]","# giorni lavorati nel mese","# clienti 
serviti nel mese","Delta (orario di fine montaggio EFFETTIVO - orario di fine montaggio CONCORDATO) [min]","# consegne ripianificate per problemi nel TRASPORTO","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 1"" (camere, armadio e camerette)","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 2"" (cucine e soggiorni)","# consegne ripianificate per problemi nel MONTAGGIO  di ""TIPO 3"" (arredo bagno, tavoli, sedie)","# consegne ripianificate per CAUSE LATO CLIENTE FINALE (assenza) e AZIENDA COMMITTENTE (es. pezzi mancanti)",""
"303","3","6858","Milano Sud-Est","A ","53,477","27","75","-73.9","5","0","1","0","3",""
"304","3","6989","Milano Sud-Est","C","0","0","","","0","0","0","0","5",""
"305","3","7148","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"306","3","7173","Milano Sud-Est","B ","65,080","25","70","-54.2","1","2","4","0","3",""
"307","3","7269","Milano Sud-Est","B ","0","0","","","0","0","0","0","2",""
"308","3","7308","Milano Sud-Est","A ","67,570","23","209","180.2","4","0","0","0","3",""
"309","3","7345","Milano Sud-Est","B ","59,453","23","82","27.6","1","0","1","0","2",""
"310","3","7346","Milano Sud-Est","A ","58,050","22","60","74.6","0","0","3","0","2",""
"311","3","7450","Milano Sud-Est","C","56,213","24","302","-17.8","2","1","0","0","3",""
"312","3","7488","Milano Sud-Est","B ","65,528","27","93","-74.0","5","3","2","0","2",""
"313","3","7489","Milano Sud-Est","B ","53,476","25","83","62.6","0","0","0","0","4",""
"314","3","7490","Milano Sud-Est","B ","71,899","27","86","-0.0","2","1","2","0","3",""
"315","3","7542","Milano Sud-Est","B ","70,146","24","71","-118.0","5","1","0","0","3",""
"316","3","7555","Milano Sud-Est","B ","56,281","24","72","-53.2","4","0","4","0","2",""
"317","3","7631","Milano Sud-Est","B ","70,019","27","85","-22.3","6","5","0","1","2",""
"318","3","7635","Milano Sud-Est","B ","68,061","26","89","-107.8","4","1","5","0","3",""
"319","3","7826","Milano Sud-Est","A ","45,898","22","35","-11.1","6","0","0","0","3",""
"320","3","7961","Milano Sud-Est","B ","56,506","22","70","-3.0","1","3","2","0","4",""
"321","3","7974","Milano Sud-Est","B ","57,593","24","76","-3.4","3","0","2","0","2",""
"322","3","8004","Milano Sud-Est","B ","62,057","27","65","-105.6","7","0","1","0","3",""
"323","3","8013","Milano Sud-Est","A ","48,731","20","65","-67.3","1","0","3","0","3",""
"324","3","8014","Milano Sud-Est","B ","52,741","20","57","104.3","6","3","3","1","3",""
"325","3","8015","Milano Sud-Est","A ","54,955","23","87","-53.1","4","0","2","1","2",""
"326","3","8019","Milano Sud-Est","B ","53,761","25","97","6.7","2","5","0","0","3",""
"327","3","8033","Milano Sud-Est","B ","59,720","25","81","24.7","0","1","0","0","2",""
"328","3","8034","Milano Sud-Est","B ","54,240","26","88","91.2","1","0","1","0","3",""
"329","3","8084","Milano Sud-Est","B ","65,376","24","72","-28.3","0","4","1","0","3",""
"330","3","8305","Milano Sud-Est","B ","10,565","5","50","98.4","0","0","0","0","5",""
"331","3","8529","Milano Sud-Est","C","53,387","19","86","24.7","4","1","4","0","3",""
"332","3","8538","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"333","3","8564","Milano Sud-Est","B ","70,798","27","96","-1.0","4","1","5","0","2",""
"334","3","8565","Milano Sud-Est","B ","57,995","24","64","-2.2","5","5","0","0","2",""
"335","3","8566","Milano Sud-Est","B ","68,067","27","86","-39.1","2","1","5","0","3",""
"336","3","8659","Milano Sud-Est","B ","56,786","24","62","147.2","6","5","1","0","3",""
"337","3","8667","Milano Sud-Est","A ","71,153","27","101","-106.7","7","0","2","0","2",""
"338","3","8927","Milano Sud-Est","B ","56,576","26","93","53.5","2","1","0","0","4",""
"339","3","8928","Milano Sud-Est","C","69,341","25","93","43.4","9","2","9","2","3",""
"340","3","8956","Milano Sud-Est","B ","51,290","22","77","-29.0","2","0","1","2","2",""
"341","3","8957","Milano Sud-Est","B ","67,045","26","95","63.6","0","2","1","0","2",""
"342","3","8965","Milano Sud-Est","B ","69,705","24","72","36.2","1","1","5","0","4",""
"343","3","8966","Milano Sud-Est","B ","76,017","25","84","38.7","4","0","8","0","3",""
"344","3","8988","Milano Sud-Est","B ","80,660","27","81","100.8","4","1","2","0","3",""
"345","3","8997","Milano Sud-Est","B ","63,382","24","86","57.0","5","3","3","0","2",""
"346","3","9015","Milano Sud-Est","B ","35,740","18","91","86.6","0","1","0","0","3",""
"347","3","9017","Milano Sud-Est","A ","68,175","25","216","121.0","0","0","2","2","2",""
"348","3","9018","Milano Sud-Est","A ","85,403","27","255","30.8","1","0","0","1","2",""
"349","3","9082","Milano Sud-Est","B ","65,007","27","102","40.5","4","0","2","0","2",""
"350","3","9083","Milano Sud-Est","B ","60,421","26","86","47.6","0","2","2","0","2",""
"351","3","9084","Milano Sud-Est","B ","63,024","26","84","76.9","3","3","2","0","3",""
"352","3","9085","Milano Sud-Est","B ","0","0","","","0","0","0","0","4",""
"353","3","9086","Milano Sud-Est","B ","61,524","20","182","194.3","1","0","1","0","3",""
"354","3","9155","Milano Sud-Est","B ","33,242","14","44","118.6","3","0","3","0","2",""
"355","3","9156","Milano Sud-Est","B ","61,925","26","86","23.9","3","0","3","1","4",""
"356","3","9157","Milano Sud-Est","B ","40,935","20","81","32.5","1","0","0","0","3",""
"357","3","9209","Milano Sud-Est","B ","33,303","16","51","222.4","3","5","0","0","3",""
"358","3","9210","Milano Sud-Est","B ","38,999","16","67","178.5","2","2","0","0","3",""
"359","3","9211","Milano Sud-Est","B ","30,637","17","65","86.9","0","0","0","0","5",""
"360","4","1381","Milano Sud-Est","A ","44,599","23","75","-68.7","0","0","0","0","5",""
"361","4","1464","Milano Sud-Est","A ","38,477","22","58","-51.2","0","0","0","0","5",""
"362","4","1501","Milano Sud-Est","A ","14,998","11","25","-30.5","0","0","0","0","4",""
"363","4","2007","Milano Sud-Est","A ","1,590","1","1","","0","0","0","0","5",""
"364","4","2242","Milano Sud-Est","B ","44,696","22","81","44.2","3","0","3","0","3",""
"365","4","2399","Milano Sud-Est","A ","16,590","12","26","-25.1","0","0","0","0","2",""
"366","4","2529","Milano Sud-Est","A ","9,265","5","13","-86.2","0","0","0","0","4",""
"367","4","2657","Milano Sud-Est","A ","48,152","23","67","-45.8","0","0","1","0","2",""
"368","4","2884","Milano Sud-Est","A ","23,867","12","52","-104.1","0","0","0","0","5",""
"369","4","2914","Milano Sud-Est","A ","1,950","1","2","7.0","0","0","0","0","5",""
"370","4","2971","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"371","4","3433","Milano Sud-Est","A ","44,797","22","80","31.2","2","3","1","0","3",""
"372","4","3457","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"373","4","3461","Milano Sud-Est","A ","23,167","12","29","-47.4","0","0","0","0","4",""
"374","4","3590","Milano Sud-Est","A ","49,016","20","64","-125.8","0","0","0","0","5",""
"375","4","3620","Milano Sud-Est","A ","25,327","17","33","-46.3","0","0","1","0","2",""
"376","4","3637","Milano Sud-Est","A ","37,055","22","71","-62.8","0","1","0","0","3",""
"377","4","3671","Milano Sud-Est","A ","53,050","21","68","109.8","1","1","0","0","4",""
"378","4","3726","Milano Sud-Est","A ","21,899","11","16","-23.8","0","0","1","0","2",""
"379","4","3911","Milano Sud-Est","A ","52,116","21","69","-110.8","0","0","2","0","4",""
"380","4","3992","Milano Sud-Est","A ","63,236","23","77","-40.0","2","0","2","0","3",""
"381","4","4059","Milano Sud-Est","B ","30,270","11","31","-65.2","0","0","0","0","5",""
"382","4","4094","Milano Sud-Est","A ","58,120","23","78","-25.5","0","0","5","0","2",""
"383","4","4096","Milano Sud-Est","A ","58,330","22","73","-134.2","0","0","1","0","3",""
"384","4","4144","Milano Sud-Est","A ","54,180","20","62","-93.4","0","1","0","0","3",""
"385","4","4267","Milano Sud-Est","A ","55,783","21","65","-37.5","0","1","0","0","4",""
"386","4","4271","Milano Sud-Est","A ","42,987","22","91","-80.6","2","4","4","0","3",""
"387","4","4277","Milano Sud-Est","A ","54,045","15","47","14.5","0","0","2","0","3",""
"388","4","4680","Milano Sud-Est","A ","44,808","20","74","-77.2","0","0","0","0","5",""
"389","4","4776","Milano Sud-Est","A ","48,001","23","103","-110.8","3","4","1","0","4",""
"390","4","4848","Milano Sud-Est","A ","11,337","6","14","-11.5","0","0","0","0","5",""
"391","4","4868","Milano Sud-Est","B ","64,056","22","71","-4.2","2","0","1","0","2",""
"392","4","4945","Milano Sud-Est","B ","63,929","23","74","3.6","0","0","1","0","2",""
"393","4","4973","Milano Sud-Est","A ","63,762","23","85","-77.0","2","0","0","0","3",""
"394","4","5022","Milano Sud-Est","B ","32,354","18","58","-43.5","8","1","2","0","3",""
"395","4","5151","Milano Sud-Est","A ","52,962","23","41","-49.9","0","0","0","0","5",""
"396","4","5154","Milano Sud-Est","A ","73,498","22","72","-25.8","1","1","2","1","3",""
"397","4","5155","Milano Sud-Est","B ","64,866","23","80","-17.7","0","1","1","0","2",""
"398","4","5507","Milano Sud-Est","B ","58,516","22","71","-87.1","4","0","1","0","4",""
"399","4","5550","Milano Sud-Est","A ","31,652","15","42","-54.4","1","0","0","0","3",""
"400","4","5581","Milano Sud-Est","B ","38,788","20","36","-63.8","0","0","0","0","2",""
"401","4","5788","Milano Sud-Est","A ","21,433","10","19","-0.6","0","0","0","0","5",""
"402","4","5834","Milano Sud-Est","B ","55,503","22","81","-2.0","2","0","0","1","3",""
"403","4","5868","Milano Sud-Est","B ","55,922","23","73","92.8","3","2","1","0","2",""
"404","4","5940","Milano Sud-Est","C","45,440","22","221","-28.7","0","0","1","0","3",""
"405","4","6006","Milano Sud-Est","B ","71,001","23","77","-78.7","0","0","0","0","2",""
"406","4","6013","Milano Sud-Est","A ","56,143","22","63","-79.8","0","0","0","0","2",""
"407","4","6021","Milano Sud-Est","B ","41,693","17","69","60.4","1","0","2","0","2",""
"408","4","6058","Milano Sud-Est","B ","58,972","23","97","29.3","0","0","2","0","3",""
"409","4","6061","Milano Sud-Est","B ","19,101","6","28","-18.3","0","0","0","0","5",""
"410","4","6101","Milano Sud-Est","B ","64,609","22","93","-82.5","2","0","0","0","3",""
"411","4","6162","Milano Sud-Est","A ","68,294","23","72","-165.9","0","0","1","1","2",""
"412","4","6488","Milano Sud-Est","A ","51,531","21","83","67.0","0","1","2","0","3",""
"413","4","6524","Milano Sud-Est","B ","65,812","23","70","49.9","0","2","1","0","3",""
"414","4","6550","Milano Sud-Est","B ","60,433","22","70","13.9","0","0","0","0","5",""
"415","4","6578","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"416","4","6579","Milano Sud-Est","A ","47,293","23","87","-43.2","0","0","2","0","3",""
"417","4","6730","Milano Sud-Est","B ","57,873","22","86","10.5","1","0","0","0","3",""
"418","4","6733","Milano Sud-Est","A ","60,319","21","86","39.3","3","2","5","0","3",""
"419","4","6734","Milano Sud-Est","C","64,719","23","275","43.6","0","0","0","1","2",""
"420","4","6735","Milano Sud-Est","B ","57,229","23","74","-114.8","0","0","0","0","2",""
"421","4","6769","Milano Sud-Est","B ","57,332","22","75","-140.8","0","0","0","0","2",""
"422","4","6858","Milano Sud-Est","A ","41,833","21","70","-8.8","1","0","0","0","3",""
"423","4","6989","Milano Sud-Est","C","13,596","5","20","122.5","0","0","0","0","2",""
"424","4","7173","Milano Sud-Est","B ","64,139","22","76","-78.1","2","0","2","0","2",""
"425","4","7308","Milano Sud-Est","A ","61,769","23","185","163.1","0","0","0","2","3",""
"426","4","7345","Milano Sud-Est","B ","58,178","20","64","-14.3","0","0","1","0","2",""
"427","4","7346","Milano Sud-Est","A ","64,270","23","83","115.6","4","1","1","0","3",""
"428","4","7450","Milano Sud-Est","C","48,057","22","238","-49.1","0","0","0","0","4",""
"429","4","7485","Milano Sud-Est","B ","24,637","11","46","152.8","0","0","0","0","5",""
"430","4","7488","Milano Sud-Est","B ","63,575","22","88","-32.7","0","2","2","0","3",""
"431","4","7489","Milano Sud-Est","B ","62,708","22","87","67.7","0","0","0","0","5",""
"432","4","7490","Milano Sud-Est","B ","37,959","14","53","41.4","0","0","0","0","5",""
"433","4","7542","Milano Sud-Est","B ","62,298","22","72","-130.6","0","1","1","0","3",""
"434","4","7555","Milano Sud-Est","B ","12,144","5","14","30.2","0","0","1","0","2",""
"435","4","7631","Milano Sud-Est","B ","59,146","21","78","-30.5","2","0","8","0","2",""
"436","4","7635","Milano Sud-Est","B ","58,574","22","67","-122.6","0","0","0","0","2",""
"437","4","7826","Milano Sud-Est","A ","34,045","12","20","-29.6","1","0","1","0","2",""
"438","4","7961","Milano Sud-Est","B ","66,714","22","65","36.6","1","2","3","0","2",""
"439","4","7974","Milano Sud-Est","B ","3,037","2","12","10.5","0","0","0","0","4",""
"440","4","8004","Milano Sud-Est","B ","58,384","20","61","-58.0","1","0","6","0","2",""
"441","4","8013","Milano Sud-Est","A ","46,086","20","74","-35.2","0","0","1","0","3",""
"442","4","8014","Milano Sud-Est","B ","41,389","17","64","96.2","2","1","1","0","2",""
"443","4","8015","Milano Sud-Est","A ","63,045","23","79","-57.0","2","0","1","0","3",""
"444","4","8019","Milano Sud-Est","B ","56,095","22","69","17.6","0","0","0","0","5",""
"445","4","8033","Milano Sud-Est","B ","78,997","23","69","12.1","1","0","2","0","2",""
"446","4","8034","Milano Sud-Est","B ","67,479","23","92","112.3","2","1","3","0","2",""
"447","4","8084","Milano Sud-Est","B ","58,029","22","68","-62.1","1","0","0","0","3",""
"448","4","8305","Milano Sud-Est","B ","55,718","19","68","7.9","0","0","2","0","2",""
"449","4","8529","Milano Sud-Est","C","17,538","7","24","105.0","0","0","1","1","2",""
"450","4","8538","Milano Sud-Est","B ","0","0","","","0","0","0","0","2",""
"451","4","8564","Milano Sud-Est","B ","59,290","23","85","-9.5","0","0","3","0","2",""
"452","4","8565","Milano Sud-Est","B ","70,159","22","76","51.8","2","1","2","0","3",""
"453","4","8566","Milano Sud-Est","B ","55,348","22","85","-45.9","1","1","1","0","2",""
"454","4","8659","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"455","4","8667","Milano Sud-Est","A ","76,635","21","66","-128.0","0","3","2","0","3",""
"456","4","8927","Milano Sud-Est","B ","39,333","15","52","43.3","1","0","1","0","2",""
"457","4","8956","Milano Sud-Est","B ","63,914","21","58","-12.7","0","0","0","0","4",""
"458","4","8957","Milano Sud-Est","B ","66,407","23","75","88.0","1","0","1","0","3",""
"459","4","8965","Milano Sud-Est","B ","19,637","8","24","8.5","0","0","0","0","5",""
"460","4","8966","Milano Sud-Est","B ","55,087","20","66","35.1","0","1","2","0","2",""
"461","4","8988","Milano Sud-Est","B ","71,726","23","63","92.4","1","1","2","0","2",""
"462","4","8997","Milano Sud-Est","B ","47,942","18","67","94.7","1","0","1","0","2",""
"463","4","9015","Milano Sud-Est","B ","34,621","16","86","72.1","0","0","2","0","2",""
"464","4","9017","Milano Sud-Est","A ","65,824","22","183","157.6","0","0","0","0","2",""
"465","4","9018","Milano Sud-Est","A ","59,448","20","182","18.1","0","1","0","0","2",""
"466","4","9082","Milano Sud-Est","B ","52,815","23","73","57.5","1","0","0","0","2",""
"467","4","9083","Milano Sud-Est","B ","57,230","23","71","55.9","0","0","3","0","2",""
"468","4","9084","Milano Sud-Est","B ","44,976","20","66","49.3","2","4","3","0","3",""
"469","4","9085","Milano Sud-Est","B ","0","0","","","0","0","0","0","4",""
"470","4","9086","Milano Sud-Est","B ","68,271","23","179","107.7","1","2","1","1","3",""
"471","4","9155","Milano Sud-Est","B ","31,513","14","56","43.1","4","1","3","1","2",""
"472","4","9156","Milano Sud-Est","B ","57,815","22","72","55.2","2","1","1","0","3",""
"473","4","9157","Milano Sud-Est","B ","52,882","23","83","93.9","2","2","1","0","3",""
"474","4","9209","Milano Sud-Est","B ","24,760","12","42","180.8","0","0","0","0","5",""
"475","4","9210","Milano Sud-Est","B ","49,681","22","90","136.6","0","0","0","0","5",""
"476","4","9211","Milano Sud-Est","B ","38,621","19","52","128.6","2","1","1","0","2",""
"477","4","9284","Milano Sud-Est","C","20,778","10","43","95.4","2","1","0","0","3",""
"478","4","9286","Milano Sud-Est","C","27,213","10","29","146.6","0","1","0","0","2",""
"479","4","9287","Milano Sud-Est","C","24,392","10","37","250.0","0","0","0","0","5",""
"480","4","9288","Milano Sud-Est","C","21,705","9","26","136.2","0","0","0","0","2",""
"481","5","1381","Milano Sud-Est","A ","46,723","26","74","-65.4","4","0","0","0","3",""
"482","5","1464","Milano Sud-Est","A ","37,442","20","52","-62.2","0","1","6","0","2",""
"483","5","1501","Milano Sud-Est","A ","25,556","11","16","-10.4","1","0","0","0","2",""
"484","5","2007","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"485","5","2242","Milano Sud-Est","B ","52,850","26","90","12.2","4","0","4","2","2",""
"486","5","2399","Milano Sud-Est","A ","10,975","6","12","-56.0","1","0","1","0","2",""
"487","5","2529","Milano Sud-Est","A ","19,905","5","11","-103.2","0","0","1","0","2",""
"488","5","2657","Milano Sud-Est","A ","51,658","26","83","-109.2","2","0","1","0","2",""
"489","5","2884","Milano Sud-Est","A ","24,476","8","27","-75.9","2","0","1","0","4",""
"490","5","2914","Milano Sud-Est","A ","0","0","","","0","0","0","0","2",""
"491","5","2971","Milano Sud-Est","A ","0","0","","","0","0","0","0","2",""
"492","5","3433","Milano Sud-Est","A ","61,071","26","94","35.4","4","1","2","0","3",""
"493","5","3457","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"494","5","3461","Milano Sud-Est","A ","26,368","14","21","-79.6","0","0","0","0","2",""
"495","5","3590","Milano Sud-Est","A ","51,829","21","71","-126.3","2","2","4","0","3",""
"496","5","3620","Milano Sud-Est","A ","20,927","14","28","6.1","0","0","2","0","3",""
"497","5","3637","Milano Sud-Est","A ","66,158","26","87","-61.4","1","0","3","0","2",""
"498","5","3671","Milano Sud-Est","A ","59,364","24","64","108.3","5","2","1","0","3",""
"499","5","3726","Milano Sud-Est","A ","22,566","14","22","-44.1","1","0","0","0","2",""
"500","5","3911","Milano Sud-Est","A ","16,941","9","31","-190.6","2","0","2","0","3",""
"501","5","3992","Milano Sud-Est","A ","67,120","22","59","-82.1","4","1","2","0","3",""
"502","5","4094","Milano Sud-Est","A ","62,967","24","87","-44.0","1","0","5","1","4",""
"503","5","4096","Milano Sud-Est","A ","71,842","25","63","-156.7","0","0","3","0","3",""
"504","5","4144","Milano Sud-Est","A ","87,911","25","88","-132.7","4","0","2","0","2",""
"505","5","4267","Milano Sud-Est","A ","68,198","23","67","-67.1","0","1","4","0","4",""
"506","5","4271","Milano Sud-Est","A ","67,726","25","82","-108.7","7","3","2","0","3",""
"507","5","4277","Milano Sud-Est","A ","56,338","20","57","-0.6","1","0","7","0","2",""
"508","5","4680","Milano Sud-Est","A ","55,555","26","89","-78.9","3","0","4","0","2",""
"509","5","4776","Milano Sud-Est","A ","930","1","1","38.0","0","0","0","0","5",""
"510","5","4848","Milano Sud-Est","A ","10,868","4","6","21.0","0","0","0","0","4",""
"511","5","4868","Milano Sud-Est","B ","41,245","14","38","-52.7","0","1","0","0","3",""
"512","5","4945","Milano Sud-Est","B ","59,925","23","67","0.7","2","0","0","0","2",""
"513","5","4973","Milano Sud-Est","A ","70,677","26","86","-87.7","5","1","4","0","3",""
"514","5","5022","Milano Sud-Est","B ","53,262","22","71","-111.8","3","1","4","0","2",""
"515","5","5151","Milano Sud-Est","A ","49,471","22","41","-11.1","3","0","3","0","3",""
"516","5","5154","Milano Sud-Est","A ","67,799","25","101","-44.3","3","0","4","0","2",""
"517","5","5155","Milano Sud-Est","B ","56,843","24","83","-9.7","1","1","4","0","3",""
"518","5","5507","Milano Sud-Est","B ","68,754","26","83","-43.3","1","2","1","0","2",""
"519","5","5550","Milano Sud-Est","A ","65,911","23","67","-116.7","8","1","1","1","2",""
"520","5","5581","Milano Sud-Est","B ","42,554","20","32","-42.6","0","0","2","0","2",""
"521","5","5788","Milano Sud-Est","A ","29,568","11","18","8.2","1","1","0","0","3",""
"522","5","5834","Milano Sud-Est","B ","64,165","25","93","42.4","2","2","8","0","3",""
"523","5","5868","Milano Sud-Est","B ","52,376","23","59","32.6","4","1","1","0","2",""
"524","5","5940","Milano Sud-Est","C","42,449","20","220","-30.2","6","0","0","0","2",""
"525","5","6006","Milano Sud-Est","B ","72,228","26","94","-112.3","3","0","2","0","3",""
"526","5","6013","Milano Sud-Est","A ","58,834","25","88","-122.5","6","0","1","1","4",""
"527","5","6021","Milano Sud-Est","B ","68,953","23","76","3.9","0","2","2","0","2",""
"528","5","6058","Milano Sud-Est","B ","71,060","24","78","38.1","2","0","5","0","2",""
"529","5","6101","Milano Sud-Est","B ","74,774","26","96","-120.6","3","0","4","0","2",""
"530","5","6162","Milano Sud-Est","A ","70,400","25","97","-181.1","2","1","1","0","3",""
"531","5","6488","Milano Sud-Est","A ","60,706","24","78","38.9","2","1","6","0","2",""
"532","5","6524","Milano Sud-Est","B ","59,516","24","79","-36.6","2","4","7","1","4",""
"533","5","6550","Milano Sud-Est","B ","72,426","26","81","31.5","3","1","4","1","2",""
"534","5","6579","Milano Sud-Est","A ","48,073","25","80","-42.9","1","0","2","0","2",""
"535","5","6730","Milano Sud-Est","B ","58,979","19","73","34.6","2","1","4","0","3",""
"536","5","6733","Milano Sud-Est","A ","63,104","26","75","-34.5","3","0","1","0","2",""
"537","5","6734","Milano Sud-Est","C","53,234","22","279","27.4","0","1","0","0","2",""
"538","5","6735","Milano Sud-Est","B ","68,026","26","91","-15.3","0","1","1","0","2",""
"539","5","6769","Milano Sud-Est","B ","62,573","26","87","-153.4","2","0","2","0","2",""
"540","5","6858","Milano Sud-Est","A ","46,910","25","72","-51.1","3","0","0","0","3",""
"541","5","7173","Milano Sud-Est","B ","71,711","25","88","-65.6","2","1","3","0","2",""
"542","5","7308","Milano Sud-Est","A ","72,824","26","197","147.9","1","0","4","2","2",""
"543","5","7345","Milano Sud-Est","B ","61,912","24","72","26.9","2","1","3","0","3",""
"544","5","7346","Milano Sud-Est","A ","82,681","26","80","87.7","1","0","4","0","2",""
"545","5","7450","Milano Sud-Est","C","51,945","23","277","-4.1","2","0","0","0","2",""
"546","5","7485","Milano Sud-Est","B ","78,504","25","81","145.5","0","0","0","0","2",""
"547","5","7488","Milano Sud-Est","B ","64,699","26","93","-53.5","3","0","2","0","3",""
"548","5","7489","Milano Sud-Est","B ","55,743","23","83","62.2","2","1","0","0","4",""
"549","5","7490","Milano Sud-Est","B ","72,648","24","74","16.6","0","4","2","0","2",""
"550","5","7542","Milano Sud-Est","A ","73,006","25","69","-92.9","3","1","1","1","3",""
"551","5","7555","Milano Sud-Est","B ","0","0","","","0","0","0","0","2",""
"552","5","7631","Milano Sud-Est","B ","52,409","21","78","-23.3","1","0","2","0","2",""
"553","5","7635","Milano Sud-Est","B ","73,482","26","78","-76.8","2","0","2","0","2",""
"554","5","7826","Milano Sud-Est","A ","23,341","11","20","-34.3","1","1","0","0","3",""
"555","5","7961","Milano Sud-Est","B ","73,342","25","70","18.8","3","1","5","0","2",""
"556","5","7974","Milano Sud-Est","B ","46,165","21","64","-10.4","5","2","1","0","2",""
"557","5","8004","Milano Sud-Est","B ","71,266","26","75","-22.8","0","5","7","1","3",""
"558","5","8005","Milano Sud-Est","B ","59,778","22","79","-18.1","2","4","4","0","2",""
"559","5","8013","Milano Sud-Est","A ","54,182","24","92","-63.7","1","3","1","0","3",""
"560","5","8014","Milano Sud-Est","B ","77,090","24","65","62.4","5","2","8","1","3",""
"561","5","8015","Milano Sud-Est","A ","44,717","23","61","-23.8","2","0","0","0","2",""
"562","5","8019","Milano Sud-Est","B ","53,011","22","83","37.6","0","0","1","0","3",""
"563","5","8033","Milano Sud-Est","B ","59,125","25","81","-14.6","3","0","0","0","2",""
"564","5","8034","Milano Sud-Est","B ","64,141","24","84","63.4","4","7","3","0","3",""
"565","5","8084","Milano Sud-Est","B ","49,546","20","60","-42.4","0","0","0","0","5",""
"566","5","8305","Milano Sud-Est","B ","54,960","22","73","59.1","2","2","1","0","2",""
"567","5","8538","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"568","5","8564","Milano Sud-Est","B ","66,745","26","83","-5.2","2","2","2","0","4",""
"569","5","8565","Milano Sud-Est","B ","59,409","23","82","11.7","2","1","1","0","4",""
"570","5","8566","Milano Sud-Est","B ","77,355","25","66","9.7","6","2","6","1","3",""
"571","5","8659","Milano Sud-Est","B ","48,032","21","79","127.1","0","11","4","0","2",""
"572","5","8667","Milano Sud-Est","A ","44,661","26","98","-160.7","9","1","5","1","4",""
"573","5","8927","Milano Sud-Est","B ","59,630","25","79","49.5","2","1","1","1","2",""
"574","5","8956","Milano Sud-Est","B ","59,422","24","86","-19.6","1","1","2","0","2",""
"575","5","8957","Milano Sud-Est","B ","53,714","21","77","81.2","3","1","0","0","2",""
"576","5","8965","Milano Sud-Est","B ","59,017","22","71","2.4","1","4","4","0","2",""
"577","5","8966","Milano Sud-Est","B ","40,995","17","53","46.1","0","0","2","0","2",""
"578","5","8988","Milano Sud-Est","B ","54,061","24","74","56.2","4","0","3","0","2",""
"579","5","8997","Milano Sud-Est","B ","58,738","24","78","100.8","3","4","1","0","3",""
"580","5","9015","Milano Sud-Est","B ","38,012","15","43","78.5","4","1","1","0","2",""
"581","5","9017","Milano Sud-Est","A ","75,138","25","220","112.6","0","1","1","0","2",""
"582","5","9018","Milano Sud-Est","A ","69,640","23","206","33.6","0","0","0","0","5",""
"583","5","9082","Milano Sud-Est","B ","62,612","25","102","59.4","1","0","1","0","2",""
"584","5","9083","Milano Sud-Est","B ","62,390","25","95","45.4","3","2","0","0","2",""
"585","5","9084","Milano Sud-Est","B ","51,406","22","56","69.0","2","3","3","1","3",""
"586","5","9085","Milano Sud-Est","B ","8,497","4","11","206.2","0","2","0","0","2",""
"587","5","9086","Milano Sud-Est","B ","79,186","26","198","120.9","2","0","0","0","4",""
"588","5","9155","Milano Sud-Est","B ","28,324","12","35","94.0","2","3","1","0","2",""
"589","5","9156","Milano Sud-Est","B ","49,419","23","78","20.2","2","1","3","0","3",""
"590","5","9157","Milano Sud-Est","B ","57,346","24","75","136.4","2","3","0","0","2",""
"591","5","9209","Milano Sud-Est","B ","54,661","22","70","161.0","0","0","1","0","3",""
"592","5","9210","Milano Sud-Est","B ","54,306","21","60","132.8","1","1","0","1","2",""
"593","5","9211","Milano Sud-Est","B ","51,024","26","99","93.9","1","0","0","0","2",""
"594","5","9284","Milano Sud-Est","C","60,718","25","76","38.0","1","0","1","0","4",""
"595","5","9286","Milano Sud-Est","C","53,988","20","63","69.2","1","1","2","1","2",""
"596","5","9287","Milano Sud-Est","C","50,527","21","60","171.0","0","3","2","1","3",""
"597","5","9288","Milano Sud-Est","C","45,556","23","81","142.5","3","0","1","0","3",""
"598","5","9325","Milano Sud-Est","B ","28,088","14","40","46.2","0","0","0","0","2",""
"599","5","9326","Milano Sud-Est","B ","25,538","12","29","164.3","2","10","2","0","2",""
"600","5","9327","Milano Sud-Est","B ","28,373","14","39","96.4","1","3","1","0","4",""
"601","5","9328","Milano Sud-Est","B ","29,732","13","32","150.2","2","4","1","1","2",""
"602","5","9368","Milano Sud-Est","C","5,678","2","4","68.5","0","0","0","0","2",""
"603","5","9369","Milano Sud-Est","C","2,468","2","8","181.0","0","1","0","0","4",""
"604","6","1381","Milano Sud-Est","A ","49,071","25","62","-46.8","0","0","1","0","2",""
"605","6","1464","Milano Sud-Est","A ","46,734","23","60","-77.7","0","0","0","0","4",""
